epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,714.779,0.57508,0.44378,0.91252,0.71878,0.85287,0.84131,0.60715,1.06583,1.0296,1.40945,0.00107618,0.00107618,0.00107618
181,719.41,0.61616,0.49693,0.96554,0.69533,0.82547,0.83834,0.59055,1.09691,1.09769,1.42825,0.00107288,0.00107288,0.00107288
182,723.386,0.62811,0.50451,0.96324,0.56603,0.77579,0.70633,0.5153,1.0065,1.45841,1.41248,0.00106958,0.00106958,0.00106958
183,727.563,0.57268,0.42913,0.9548,0.53732,0.80208,0.70536,0.51704,0.99923,1.37781,1.34721,0.00106628,0.00106628,0.00106628
184,731.389,0.58874,0.47604,0.95368,0.56984,0.75,0.72774,0.51422,1.04207,1.31952,1.40314,0.00106298,0.00106298,0.00106298
185,735.587,0.53923,0.4466,0.94423,0.69394,0.68073,0.7418,0.52011,1.0824,1.18275,1.48076,0.00105968,0.00105968,0.00105968
186,739.143,0.56435,0.47706,0.94403,0.62164,0.79167,0.75464,0.52875,1.05974,1.31154,1.41625,0.00105638,0.00105638,0.00105638
187,742.654,0.55128,0.49352,0.95634,0.65085,0.73523,0.73319,0.49489,1.09927,1.23281,1.41062,0.00105308,0.00105308,0.00105308
188,746.868,0.57374,0.49345,0.94494,0.67694,0.74781,0.71424,0.4785,1.15109,1.15234,1.41686,0.00104978,0.00104978,0.00104978
189,751.12,0.53124,0.4302,0.93768,0.65152,0.75,0.6841,0.44636,1.15241,1.28561,1.42893,0.00104648,0.00104648,0.00104648
190,754.747,0.55901,0.41655,0.91929,0.5657,0.73945,0.65608,0.43985,1.15433,1.45931,1.50766,0.00104318,0.00104318,0.00104318
191,758.624,0.60073,0.45158,0.95816,0.59726,0.79167,0.68628,0.45738,1.21566,1.37734,1.55194,0.00103987,0.00103987,0.00103987
192,763.394,0.57402,0.45376,0.92326,0.67125,0.71125,0.70713,0.44211,1.27543,1.32427,1.63198,0.00103657,0.00103657,0.00103657
193,767.133,0.54208,0.43974,0.9212,0.67905,0.71875,0.70296,0.43062,1.27456,1.3737,1.56801,0.00103327,0.00103327,0.00103327
194,770.541,0.57587,0.46543,0.9421,0.70492,0.65625,0.66111,0.41714,1.27064,1.53911,1.54295,0.00102997,0.00102997,0.00102997
195,775.104,0.62698,0.48046,0.96003,0.64384,0.75683,0.72267,0.4791,1.26619,1.47071,1.5632,0.00102667,0.00102667,0.00102667
196,779.484,0.57682,0.49644,0.95454,0.75308,0.86458,0.87195,0.58003,1.16821,1.00431,1.47795,0.00102337,0.00102337,0.00102337
197,783.056,0.5807,0.45545,0.94095,0.67209,0.82697,0.84364,0.58122,1.15938,1.26532,1.51559,0.00102007,0.00102007,0.00102007
198,786.638,0.57867,0.46805,0.9606,0.76345,0.76042,0.83706,0.5878,1.08877,1.19959,1.44518,0.00101677,0.00101677,0.00101677
199,791.818,0.57832,0.44715,0.9322,0.68549,0.88542,0.83074,0.57503,1.05432,1.01696,1.43612,0.00101347,0.00101347,0.00101347
200,795.527,0.56345,0.43721,0.93926,0.72497,0.7978,0.82036,0.55178,1.09327,0.98383,1.50308,0.00101017,0.00101017,0.00101017
201,799.058,0.4969,0.41611,0.89807,0.64144,0.86257,0.80256,0.54453,1.07588,1.06884,1.49989,0.00100687,0.00100687,0.00100687
202,804.594,0.56761,0.45934,0.94543,0.59716,0.88535,0.75042,0.52495,1.09902,1.13458,1.47539,0.00100357,0.00100357,0.00100357
203,808.634,0.5599,0.4728,0.93433,0.70423,0.70833,0.71434,0.48989,1.11368,1.23016,1.47563,0.00100027,0.00100027,0.00100027
204,812.407,0.57728,0.42991,0.91714,0.70443,0.75292,0.74616,0.50285,1.1389,1.43126,1.48014,0.000996966,0.000996966,0.000996966
205,816.032,0.59748,0.4687,0.94555,0.72678,0.6915,0.74768,0.51265,1.1039,1.5701,1.46,0.000993665,0.000993665,0.000993665
206,820.199,0.62205,0.4841,0.94478,0.66646,0.75791,0.7434,0.51682,1.08569,1.40886,1.43323,0.000990365,0.000990365,0.000990365
207,823.804,0.63072,0.48819,0.95771,0.6295,0.79793,0.70666,0.51671,0.97767,1.3031,1.35704,0.000987064,0.000987064,0.000987064
208,827.424,0.59014,0.45199,0.93546,0.71207,0.67037,0.65498,0.48246,0.91825,1.34352,1.3305,0.000983763,0.000983763,0.000983763
209,831.206,0.59024,0.44035,0.9535,0.65464,0.69287,0.64167,0.46811,0.93875,1.3343,1.31764,0.000980463,0.000980463,0.000980463
210,836.042,0.54436,0.43781,0.94143,0.55332,0.75927,0.66092,0.46929,1.01233,1.43502,1.3954,0.000977162,0.000977162,0.000977162
211,839.635,0.54764,0.44988,0.93971,0.55056,0.75749,0.6292,0.44921,0.99428,1.40701,1.3642,0.000973861,0.000973861,0.000973861
212,843.42,0.58092,0.44074,0.93171,0.57461,0.76042,0.65648,0.47259,0.9911,1.31358,1.35918,0.000970561,0.000970561,0.000970561
213,847.762,0.54708,0.39949,0.93232,0.54746,0.78292,0.60829,0.43215,1.04368,1.38334,1.37442,0.00096726,0.00096726,0.00096726
214,852.099,0.5789,0.43275,0.93212,0.55493,0.65625,0.61789,0.40992,1.18033,1.62796,1.53015,0.000963959,0.000963959,0.000963959
215,855.737,0.55168,0.42106,0.927,0.55971,0.65625,0.60802,0.42321,1.09557,1.67796,1.35311,0.000960659,0.000960659,0.000960659
216,859.265,0.59534,0.41892,0.95226,0.54172,0.76042,0.65381,0.45303,1.04792,1.41152,1.35856,0.000957358,0.000957358,0.000957358
217,863.852,0.55959,0.4125,0.92168,0.59975,0.70833,0.70276,0.46403,1.1482,1.36489,1.43373,0.000954057,0.000954057,0.000954057
218,867.754,0.5398,0.37616,0.90401,0.67312,0.72917,0.71609,0.49819,1.06228,1.36401,1.32191,0.000950757,0.000950757,0.000950757
219,871.292,0.53391,0.42146,0.93059,0.6387,0.7721,0.71895,0.50867,1.06774,1.39423,1.33909,0.000947456,0.000947456,0.000947456
220,875.283,0.53718,0.3832,0.93528,0.591,0.75096,0.68102,0.48619,1.10638,1.40168,1.37074,0.000944155,0.000944155,0.000944155
221,879.977,0.5164,0.41999,0.91405,0.6417,0.72917,0.68911,0.47421,1.13232,1.42626,1.41853,0.000940855,0.000940855,0.000940855
222,883.572,0.51494,0.38668,0.92253,0.63705,0.78626,0.72038,0.50972,1.03477,1.22131,1.35358,0.000937554,0.000937554,0.000937554
223,887.533,0.54843,0.44918,0.93091,0.67233,0.73265,0.70867,0.49704,1.05178,1.19939,1.3949,0.000934253,0.000934253,0.000934253
224,891.953,0.5492,0.41433,0.93322,0.54521,0.83536,0.73627,0.51484,1.06092,1.19571,1.36126,0.000930953,0.000930953,0.000930953
225,895.778,0.50887,0.41168,0.93902,0.60206,0.85416,0.72213,0.52019,1.1025,1.30413,1.40411,0.000927652,0.000927652,0.000927652
226,899.422,0.53974,0.45482,0.93405,0.59924,0.75,0.69578,0.48515,1.08311,1.43025,1.40534,0.000924352,0.000924352,0.000924352
227,903.574,0.54782,0.42132,0.90475,0.54981,0.8125,0.67715,0.46071,1.07506,1.42409,1.46541,0.000921051,0.000921051,0.000921051
228,908.222,0.49661,0.38502,0.91809,0.58931,0.80208,0.65258,0.4593,1.08496,1.38209,1.41774,0.00091775,0.00091775,0.00091775
229,912.081,0.53155,0.42729,0.92756,0.62646,0.72588,0.6857,0.47723,1.09599,1.33392,1.41298,0.00091445,0.00091445,0.00091445
230,915.661,0.46975,0.38343,0.89394,0.64012,0.71746,0.67867,0.47282,1.0523,1.42094,1.42645,0.000911149,0.000911149,0.000911149
231,920.358,0.49301,0.39078,0.92308,0.59657,0.78563,0.71764,0.50941,1.05608,1.30161,1.45899,0.000907848,0.000907848,0.000907848
232,924.313,0.52597,0.40044,0.9434,0.6158,0.80371,0.74234,0.54079,1.06944,1.1509,1.47719,0.000904548,0.000904548,0.000904548
233,927.908,0.52857,0.43362,0.93437,0.56577,0.82292,0.7107,0.5181,1.10561,1.2883,1.49583,0.000901247,0.000901247,0.000901247
234,931.568,0.50395,0.41721,0.91263,0.60455,0.79167,0.71828,0.52247,1.05228,1.3991,1.46772,0.000897946,0.000897946,0.000897946
235,936.519,0.5106,0.40911,0.93168,0.57583,0.77907,0.71378,0.52507,1.027,1.45754,1.41198,0.000894646,0.000894646,0.000894646
236,940.119,0.51586,0.43042,0.91623,0.58032,0.82513,0.69329,0.50711,1.05769,1.41032,1.36151,0.000891345,0.000891345,0.000891345
237,943.619,0.49192,0.39448,0.88817,0.58299,0.78125,0.67964,0.49504,1.07648,1.30866,1.39024,0.000888044,0.000888044,0.000888044
238,947.912,0.5049,0.38673,0.9289,0.50918,0.78963,0.66226,0.47927,1.01945,1.3911,1.38019,0.000884744,0.000884744,0.000884744
239,952.52,0.49953,0.39058,0.91854,0.53059,0.66635,0.61271,0.42573,1.05018,1.47262,1.36687,0.000881443,0.000881443,0.000881443
240,956.221,0.50134,0.39822,0.91296,0.52172,0.73352,0.64621,0.45879,1.07446,1.41281,1.41273,0.000878142,0.000878142,0.000878142
241,959.754,0.49388,0.36693,0.88027,0.54037,0.80208,0.62971,0.45205,1.01955,1.34891,1.35846,0.000874842,0.000874842,0.000874842
242,964.612,0.52618,0.38716,0.93381,0.59133,0.84701,0.70061,0.49587,1.06306,1.31582,1.45643,0.000871541,0.000871541,0.000871541
243,968.499,0.43694,0.34668,0.90349,0.62565,0.70833,0.71289,0.50161,1.09918,1.32596,1.49505,0.00086824,0.00086824,0.00086824
244,972.012,0.51908,0.38883,0.91375,0.64889,0.71781,0.72353,0.48804,1.12419,1.26614,1.53555,0.00086494,0.00086494,0.00086494
245,975.812,0.50453,0.38933,0.93439,0.66167,0.77083,0.76528,0.53972,1.06076,1.22206,1.47142,0.000861639,0.000861639,0.000861639
246,980.387,0.51178,0.39911,0.92081,0.6178,0.80776,0.80116,0.58306,0.99316,1.26813,1.44643,0.000858338,0.000858338,0.000858338
247,983.927,0.51652,0.38371,0.92371,0.60588,0.82292,0.77267,0.5542,0.95874,1.20156,1.40483,0.000855038,0.000855038,0.000855038
248,987.461,0.49521,0.42097,0.93017,0.5805,0.85922,0.75822,0.54129,1.04787,1.16685,1.44538,0.000851737,0.000851737,0.000851737
249,992.043,0.51452,0.40507,0.91834,0.59966,0.86735,0.77431,0.54319,1.11196,1.1175,1.48988,0.000848436,0.000848436,0.000848436
250,996.406,0.49783,0.38772,0.8988,0.62716,0.8185,0.73712,0.53572,1.02906,1.27382,1.43301,0.000845136,0.000845136,0.000845136
251,1000.06,0.52059,0.41441,0.91092,0.60487,0.83333,0.7406,0.52075,1.07164,1.40038,1.47291,0.000841835,0.000841835,0.000841835
252,1003.58,0.46139,0.39266,0.89277,0.59274,0.796,0.71571,0.49975,1.04723,1.5122,1.41315,0.000838534,0.000838534,0.000838534
253,1007.88,0.48553,0.4124,0.90984,0.68407,0.7059,0.71696,0.51186,1.03951,1.32063,1.41741,0.000835234,0.000835234,0.000835234
254,1011.37,0.49982,0.42988,0.92826,0.74649,0.75,0.76949,0.54148,1.10167,1.13707,1.46522,0.000831933,0.000831933,0.000831933
255,1015.07,0.49992,0.4217,0.92018,0.67953,0.83289,0.76311,0.52209,1.14846,1.03766,1.46747,0.000828632,0.000828632,0.000828632
256,1018.85,0.52863,0.45521,0.92396,0.6918,0.74664,0.76568,0.50807,1.17184,1.07927,1.54162,0.000825332,0.000825332,0.000825332
257,1023.58,0.52706,0.41875,0.92707,0.72871,0.78057,0.78052,0.5232,1.15193,0.98977,1.53911,0.000822031,0.000822031,0.000822031
258,1027.3,0.52371,0.41532,0.91944,0.6638,0.87202,0.82129,0.57125,1.14321,0.98435,1.46083,0.00081873,0.00081873,0.00081873
259,1030.96,0.52623,0.39215,0.92339,0.70554,0.79167,0.81277,0.55554,1.13195,0.94678,1.47757,0.00081543,0.00081543,0.00081543
260,1035.51,0.4441,0.37105,0.9133,0.70894,0.77045,0.80052,0.55349,1.06068,1.12244,1.4739,0.000812129,0.000812129,0.000812129
261,1039.35,0.50008,0.38675,0.94331,0.64476,0.78272,0.78703,0.54321,1.05025,1.13888,1.41452,0.000808828,0.000808828,0.000808828
262,1042.95,0.48048,0.38242,0.92115,0.68118,0.7468,0.77603,0.53834,1.08073,1.10761,1.43421,0.000805528,0.000805528,0.000805528
263,1046.61,0.47742,0.36386,0.9118,0.70375,0.77641,0.76347,0.53032,1.08559,1.11655,1.43733,0.000802227,0.000802227,0.000802227
264,1051.15,0.47648,0.3417,0.91544,0.6299,0.85417,0.78013,0.55516,1.03586,1.16177,1.39443,0.000798926,0.000798926,0.000798926
265,1055.17,0.5101,0.37629,0.92179,0.58623,0.79736,0.75226,0.55591,1.01094,1.34056,1.37434,0.000795626,0.000795626,0.000795626
266,1058.76,0.48891,0.42734,0.93331,0.59494,0.80871,0.70993,0.48223,1.12345,1.26728,1.54567,0.000792325,0.000792325,0.000792325
267,1063.33,0.48338,0.364,0.90559,0.5861,0.80741,0.68347,0.45539,1.17259,1.40618,1.629,0.000789024,0.000789024,0.000789024
268,1067.01,0.50784,0.4079,0.91508,0.56102,0.78125,0.70898,0.49854,1.11452,1.32227,1.51869,0.000785724,0.000785724,0.000785724
269,1070.42,0.50772,0.37287,0.91152,0.57571,0.77877,0.7069,0.50646,1.07273,1.37177,1.45032,0.000782423,0.000782423,0.000782423
270,1074.05,0.49212,0.36722,0.90198,0.58932,0.77025,0.76748,0.53727,1.07959,1.284,1.50531,0.000779122,0.000779122,0.000779122
271,1078.63,0.44168,0.3469,0.88849,0.60994,0.7669,0.75436,0.52723,1.08294,1.26619,1.48323,0.000775822,0.000775822,0.000775822
272,1082.37,0.46538,0.36096,0.90317,0.61698,0.83924,0.73838,0.5262,1.03807,1.14116,1.44348,0.000772521,0.000772521,0.000772521
273,1085.9,0.47348,0.3525,0.92585,0.67057,0.80966,0.80083,0.57996,1.03482,1.14579,1.45926,0.00076922,0.00076922,0.00076922
274,1090,0.48126,0.38264,0.90936,0.71541,0.79167,0.81515,0.56791,1.12786,1.07196,1.52992,0.00076592,0.00076592,0.00076592
275,1094.35,0.47779,0.37276,0.89878,0.74499,0.78415,0.80826,0.56153,1.13341,1.04627,1.53681,0.000762619,0.000762619,0.000762619
276,1098.01,0.4614,0.34451,0.8951,0.65969,0.80208,0.77296,0.51743,1.072,1.04242,1.47265,0.000759318,0.000759318,0.000759318
277,1101.88,0.43842,0.37853,0.91266,0.64029,0.85473,0.72308,0.49578,1.10823,1.20588,1.4804,0.000756018,0.000756018,0.000756018
278,1106.32,0.49162,0.3914,0.91388,0.63602,0.77668,0.73719,0.50172,1.0714,1.19087,1.45178,0.000752717,0.000752717,0.000752717
279,1110.17,0.49416,0.3783,0.91642,0.72063,0.72043,0.75246,0.51002,1.04116,1.1218,1.44968,0.000749417,0.000749417,0.000749417
280,1113.88,0.39907,0.32144,0.87476,0.69135,0.7493,0.78426,0.53369,1.06518,1.127,1.49756,0.000746116,0.000746116,0.000746116
281,1118.16,0.48211,0.37291,0.91369,0.6345,0.82944,0.77828,0.52331,1.0871,1.26276,1.51964,0.000742815,0.000742815,0.000742815
282,1121.91,0.48607,0.37305,0.90665,0.62611,0.72176,0.78008,0.52537,1.09476,1.52993,1.50691,0.000739515,0.000739515,0.000739515
283,1125.64,0.42846,0.34011,0.87912,0.63016,0.71875,0.7782,0.53458,1.10834,1.66909,1.54582,0.000736214,0.000736214,0.000736214
284,1129.38,0.45854,0.34316,0.90935,0.6832,0.69792,0.78976,0.56903,1.04448,1.71934,1.47922,0.000732913,0.000732913,0.000732913
285,1133.97,0.47336,0.35584,0.90965,0.68003,0.69792,0.78809,0.55903,1.05116,1.67859,1.50885,0.000729613,0.000729613,0.000729613
286,1137.51,0.4533,0.33015,0.90536,0.61177,0.76949,0.77941,0.54662,1.11195,1.6323,1.58507,0.000726312,0.000726312,0.000726312
287,1141.03,0.42254,0.32724,0.87808,0.62602,0.76952,0.76349,0.54535,1.07441,1.69169,1.54445,0.000723011,0.000723011,0.000723011
288,1145.25,0.45248,0.3413,0.89497,0.6098,0.76042,0.74841,0.52812,1.04681,1.72957,1.46494,0.000719711,0.000719711,0.000719711
289,1149.62,0.46875,0.36007,0.92015,0.58249,0.7368,0.76201,0.543,1.06261,1.71411,1.48606,0.00071641,0.00071641,0.00071641
290,1153.17,0.42762,0.32497,0.8864,0.63097,0.78872,0.68465,0.48622,1.08039,1.61021,1.55729,0.000713109,0.000713109,0.000713109
291,1156.69,0.43091,0.33547,0.89222,0.58751,0.7603,0.68072,0.47805,1.07867,1.61854,1.50676,0.000709809,0.000709809,0.000709809
292,1161.23,0.40002,0.31213,0.87011,0.61938,0.75908,0.73249,0.51441,1.03173,1.70836,1.44914,0.000706508,0.000706508,0.000706508
293,1164.83,0.45559,0.34766,0.90518,0.66156,0.72608,0.71555,0.51448,1.01202,1.65481,1.44134,0.000703207,0.000703207,0.000703207
294,1168.53,0.42082,0.32275,0.8967,0.72145,0.72917,0.66261,0.46446,1.06358,1.42392,1.51815,0.000699907,0.000699907,0.000699907
295,1173.28,0.41905,0.34059,0.90056,0.61682,0.75627,0.69752,0.4849,1.09837,1.32564,1.54573,0.000696606,0.000696606,0.000696606
296,1177.32,0.43069,0.34633,0.88161,0.54107,0.72711,0.63324,0.44763,1.114,1.62548,1.53944,0.000693305,0.000693305,0.000693305
297,1180.97,0.43928,0.34664,0.89771,0.54102,0.74365,0.67217,0.46931,1.12247,1.49298,1.54472,0.000690005,0.000690005,0.000690005
298,1184.65,0.41784,0.31693,0.87382,0.53603,0.71857,0.6039,0.42811,1.06952,1.60033,1.5058,0.000686704,0.000686704,0.000686704
299,1189.57,0.46542,0.36545,0.91937,0.59624,0.64394,0.64973,0.47503,1.0196,1.46598,1.4772,0.000683403,0.000683403,0.000683403
300,1194.47,0.44594,0.31352,0.88284,0.54141,0.77083,0.65853,0.44478,1.13385,1.43147,1.54477,0.000680103,0.000680103,0.000680103
301,1197.91,0.43385,0.32557,0.8977,0.55272,0.79042,0.67743,0.45607,1.17028,1.43081,1.59101,0.000676802,0.000676802,0.000676802
302,1202.15,0.49365,0.38899,0.90788,0.61364,0.7155,0.71535,0.46899,1.25606,1.34153,1.65104,0.000673501,0.000673501,0.000673501
303,1205.63,0.45505,0.33716,0.89637,0.62172,0.74485,0.72111,0.48049,1.24194,1.35927,1.61844,0.000670201,0.000670201,0.000670201
304,1209.37,0.45056,0.3359,0.88932,0.63334,0.73871,0.75924,0.5361,1.14226,1.38272,1.54773,0.0006669,0.0006669,0.0006669
305,1213.07,0.41326,0.34557,0.88548,0.61078,0.76042,0.76653,0.53599,1.13418,1.38902,1.54421,0.000663599,0.000663599,0.000663599
306,1217.58,0.40819,0.33412,0.89405,0.61608,0.72022,0.70565,0.48254,1.14287,1.52146,1.54171,0.000660299,0.000660299,0.000660299
307,1221.3,0.39186,0.33879,0.8726,0.62407,0.72569,0.68079,0.47293,1.07892,1.62072,1.47274,0.000656998,0.000656998,0.000656998
308,1224.81,0.38585,0.3178,0.88218,0.58601,0.74536,0.70137,0.49999,1.05695,1.70662,1.47705,0.000653697,0.000653697,0.000653697
309,1229.42,0.40496,0.33546,0.89446,0.61102,0.65148,0.72601,0.50895,1.06726,1.64162,1.50489,0.000650397,0.000650397,0.000650397
310,1233.34,0.44362,0.34795,0.91572,0.62345,0.66597,0.71409,0.50111,1.08223,1.63656,1.54662,0.000647096,0.000647096,0.000647096
311,1236.98,0.41048,0.3272,0.89148,0.56486,0.74125,0.71685,0.50927,1.09138,1.62644,1.54011,0.000643795,0.000643795,0.000643795
312,1241,0.4172,0.32987,0.88672,0.56581,0.79982,0.74223,0.52587,1.07565,1.48224,1.54318,0.000640495,0.000640495,0.000640495
313,1245.55,0.42712,0.3374,0.88932,0.57719,0.80104,0.74617,0.52004,1.061,1.48672,1.50458,0.000637194,0.000637194,0.000637194
314,1249.11,0.43489,0.34285,0.89521,0.58089,0.85417,0.72886,0.52059,1.09711,1.41154,1.46553,0.000633893,0.000633893,0.000633893
315,1252.77,0.39225,0.315,0.87905,0.57677,0.83094,0.75677,0.54102,1.08735,1.36235,1.44982,0.000630593,0.000630593,0.000630593
316,1257.14,0.41368,0.3537,0.88575,0.58397,0.7858,0.73488,0.53443,1.02572,1.34278,1.44906,0.000627292,0.000627292,0.000627292
317,1261.37,0.41844,0.30157,0.88825,0.65296,0.69792,0.71162,0.5025,1.07473,1.42202,1.48394,0.000623991,0.000623991,0.000623991
318,1264.9,0.38462,0.3158,0.88918,0.67969,0.65625,0.65148,0.45436,1.11846,1.47568,1.5423,0.000620691,0.000620691,0.000620691
319,1269.05,0.41586,0.33151,0.88824,0.54659,0.77496,0.69209,0.48547,1.11579,1.55952,1.54377,0.00061739,0.00061739,0.00061739
320,1273.58,0.43684,0.34798,0.89673,0.58859,0.77119,0.70865,0.50386,1.08768,1.39202,1.48134,0.000614089,0.000614089,0.000614089
321,1277.39,0.45374,0.3573,0.9012,0.5817,0.75052,0.70942,0.50185,1.09711,1.44572,1.50411,0.000610789,0.000610789,0.000610789
322,1280.98,0.40486,0.35244,0.89223,0.63382,0.817,0.77198,0.56196,1.05124,1.26164,1.51425,0.000607488,0.000607488,0.000607488
323,1285.75,0.40455,0.2963,0.87931,0.61965,0.8269,0.7834,0.55442,1.05959,1.28615,1.51981,0.000604187,0.000604187,0.000604187
324,1289.46,0.42325,0.317,0.88667,0.61158,0.85335,0.79747,0.55439,1.11231,1.37541,1.57652,0.000600887,0.000600887,0.000600887
325,1293.18,0.40523,0.32203,0.88414,0.59315,0.80274,0.79936,0.54671,1.1046,1.42706,1.58379,0.000597586,0.000597586,0.000597586
326,1297.09,0.37567,0.31881,0.88407,0.70253,0.63892,0.71718,0.50883,1.06777,1.5386,1.50828,0.000594286,0.000594286,0.000594286
327,1301.49,0.40136,0.2929,0.88379,0.61267,0.76042,0.73668,0.53526,1.05633,1.52575,1.49255,0.000590985,0.000590985,0.000590985
328,1305.03,0.41307,0.31341,0.89879,0.58862,0.81498,0.81416,0.56859,1.11418,1.348,1.60172,0.000587684,0.000587684,0.000587684
329,1308.42,0.40366,0.32465,0.89064,0.58241,0.84805,0.79603,0.55155,1.12088,1.23008,1.57477,0.000584384,0.000584384,0.000584384
330,1312.67,0.40364,0.34012,0.8901,0.66563,0.7938,0.79816,0.5518,1.13771,1.29457,1.60723,0.000581083,0.000581083,0.000581083
331,1316.84,0.40345,0.30412,0.89264,0.61912,0.82608,0.75795,0.52028,1.10317,1.39135,1.57663,0.000577782,0.000577782,0.000577782
332,1320.28,0.40359,0.29912,0.90353,0.60924,0.76073,0.73734,0.52118,1.04282,1.53963,1.54211,0.000574482,0.000574482,0.000574482
333,1324.1,0.40431,0.32391,0.88931,0.57925,0.73801,0.74668,0.53505,1.0376,1.51703,1.55927,0.000571181,0.000571181,0.000571181
334,1328.67,0.43086,0.33733,0.89558,0.57922,0.74618,0.74292,0.53125,1.05787,1.42743,1.57231,0.00056788,0.00056788,0.00056788
335,1332.27,0.40373,0.31457,0.89917,0.59343,0.78209,0.74612,0.53087,1.06208,1.45203,1.5651,0.00056458,0.00056458,0.00056458
336,1335.83,0.4053,0.31102,0.89514,0.5963,0.80208,0.76021,0.53765,1.12909,1.46143,1.60976,0.000561279,0.000561279,0.000561279
337,1339.94,0.43925,0.35365,0.8979,0.59697,0.80208,0.77223,0.5397,1.1174,1.43131,1.61778,0.000557978,0.000557978,0.000557978
338,1344.49,0.41146,0.32131,0.87162,0.64161,0.77083,0.7949,0.56742,1.06388,1.40085,1.54963,0.000554678,0.000554678,0.000554678
339,1347.95,0.38215,0.30971,0.89666,0.63223,0.77625,0.78475,0.57744,1.0193,1.25864,1.56508,0.000551377,0.000551377,0.000551377
340,1351.68,0.3749,0.30217,0.8772,0.68773,0.77825,0.78586,0.56558,1.02388,1.09513,1.55776,0.000548076,0.000548076,0.000548076
341,1356.41,0.38158,0.30662,0.88475,0.65517,0.7782,0.74046,0.52652,1.05683,1.16436,1.59431,0.000544776,0.000544776,0.000544776
342,1359.95,0.41253,0.33612,0.88702,0.69341,0.72829,0.73572,0.51662,1.01404,1.20302,1.48573,0.000541475,0.000541475,0.000541475
343,1363.52,0.37262,0.29609,0.87399,0.56582,0.81935,0.72377,0.51449,1.00787,1.4542,1.48043,0.000538174,0.000538174,0.000538174
344,1367.38,0.38093,0.30436,0.88506,0.58675,0.76042,0.73302,0.5201,1.03463,1.49384,1.54602,0.000534874,0.000534874,0.000534874
345,1371.67,0.3585,0.27868,0.88633,0.66419,0.6875,0.77396,0.5487,1.04754,1.39142,1.57031,0.000531573,0.000531573,0.000531573
346,1375.56,0.37137,0.30631,0.88664,0.60163,0.77971,0.78227,0.56138,1.03538,1.51283,1.53954,0.000528272,0.000528272,0.000528272
347,1379.02,0.3832,0.30185,0.88975,0.62471,0.6875,0.71726,0.51952,1.03444,1.57737,1.49944,0.000524972,0.000524972,0.000524972
348,1383.61,0.39267,0.31205,0.88597,0.57731,0.72376,0.66042,0.4561,1.04256,1.62133,1.50132,0.000521671,0.000521671,0.000521671
349,1387.66,0.36861,0.30053,0.86697,0.60634,0.70208,0.66363,0.45293,1.05258,1.55071,1.51593,0.00051837,0.00051837,0.00051837
350,1391,0.38364,0.28214,0.86392,0.64726,0.67353,0.71889,0.49626,1.06237,1.43746,1.56444,0.00051507,0.00051507,0.00051507
351,1395.2,0.39122,0.31824,0.87602,0.65838,0.72917,0.74365,0.51323,1.07705,1.35805,1.57964,0.000511769,0.000511769,0.000511769
352,1399.47,0.34587,0.29206,0.86113,0.71167,0.70306,0.74348,0.52049,1.1036,1.22525,1.60404,0.000508468,0.000508468,0.000508468
353,1403.56,0.39115,0.30605,0.89482,0.62112,0.73958,0.72022,0.49016,1.08816,1.36058,1.59104,0.000505168,0.000505168,0.000505168
354,1407.13,0.37451,0.31386,0.87701,0.56998,0.76601,0.65314,0.43791,1.0974,1.48151,1.56218,0.000501867,0.000501867,0.000501867
355,1411.83,0.3516,0.27048,0.86537,0.56597,0.77083,0.65012,0.43932,1.11691,1.4997,1.58233,0.000498566,0.000498566,0.000498566
356,1415.48,0.38178,0.32716,0.88594,0.62053,0.69792,0.64232,0.44621,1.10741,1.50403,1.55898,0.000495266,0.000495266,0.000495266
357,1419.02,0.37479,0.28249,0.87688,0.56012,0.76854,0.65418,0.45507,1.08702,1.52573,1.54629,0.000491965,0.000491965,0.000491965
358,1422.83,0.38686,0.31486,0.89318,0.63249,0.78082,0.71578,0.51497,1.00341,1.32901,1.51989,0.000488664,0.000488664,0.000488664
359,1427.3,0.34613,0.2717,0.87287,0.62341,0.76042,0.74598,0.53833,0.99296,1.33745,1.52031,0.000485364,0.000485364,0.000485364
360,1431.01,0.36098,0.28304,0.88618,0.64524,0.80505,0.77691,0.55484,1.01472,1.33606,1.54329,0.000482063,0.000482063,0.000482063
361,1434.71,0.38286,0.30233,0.88183,0.63738,0.80811,0.77093,0.53846,1.03174,1.41422,1.53473,0.000478762,0.000478762,0.000478762
362,1439.69,0.35624,0.27763,0.88215,0.58643,0.79167,0.76865,0.5445,1.08443,1.48494,1.55642,0.000475462,0.000475462,0.000475462
363,1443.22,0.36618,0.2956,0.88054,0.66433,0.75833,0.75882,0.51477,1.08754,1.478,1.54681,0.000472161,0.000472161,0.000472161
364,1447.27,0.35303,0.29508,0.87233,0.62498,0.78125,0.69882,0.48198,1.07981,1.5113,1.54762,0.00046886,0.00046886,0.00046886
365,1451.11,0.37435,0.30644,0.87202,0.63133,0.77073,0.67742,0.47071,1.09668,1.48074,1.58755,0.00046556,0.00046556,0.00046556
